HomeTeam,AwayTeam,market,probability_%,pro_tier,real_odds,match_date
Bristol City,Watford,away_win_and_under_15,82.6,PRO_STRONG,,2026-09-18
Bristol City,Watford,home_goals_under_25,82.4,PRO_STRONG,,2026-09-18
Bristol City,Watford,home_win_and_corners_under95,81.0,PRO_STRONG,,2026-09-18
Bristol City,Watford,home_goals_over_05,80.6,PRO_STRONG,,2026-09-18
Bristol City,Watford,dc_x2_and_under_25,80.0,PRO_STRONG,,2026-09-18
Bristol City,Watford,dc_1x,77.5,PRO_STRONG,1.25,2026-09-18
Bristol City,Watford,both_teams_carded,75.2,PRO_STRONG,,2026-09-18
Bristol City,Watford,goals_under_35,74.6,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,home_win_and_under_25,74.5,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,dc_12,74.1,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,sot_under_95,73.6,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,goals_over_15,72.3,PRO_MEDIUM,1.28,2026-09-18
Bristol City,Watford,away_goals_under_15,71.8,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,corners_under_115,71.3,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,yellows_over_25,70.6,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,sot_over_65,68.7,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,corners_over_75,66.3,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,dc_1x_and_under_25,65.7,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,away_goals_over_05,62.8,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,sot_under_85,62.5,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,home_win_either_half,61.4,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,dc_x2_and_under_15,60.1,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,home_win_and_under_15,58.6,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,booking_pts_over_35,58.3,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,dc_1x_and_over_15,56.8,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,corners_over_85,56.7,PRO_MEDIUM,,2026-09-18
Bristol City,Watford,dc_12_and_under_25,56.0,PRO_MEDIUM,,2026-09-18
Burnley,Derby,away_goals_under_25,93.7,PRO_STRONG,,2026-09-19
Burnley,Derby,goals_over_05,93.1,PRO_STRONG,,2026-09-19
Burnley,Derby,goals_under_45,90.6,PRO_STRONG,,2026-09-19
Burnley,Derby,away_win_and_under_25,88.4,PRO_STRONG,,2026-09-19
Burnley,Derby,away_win_and_cards_under35,86.9,PRO_STRONG,,2026-09-19
Burnley,Derby,away_win_and_under_15,86.1,PRO_STRONG,,2026-09-19
Burnley,Derby,dc_x2_and_under_25,84.7,PRO_STRONG,,2026-09-19
Burnley,Derby,home_goals_over_05,81.9,PRO_STRONG,,2026-09-19
Burnley,Derby,home_goals_under_25,79.9,PRO_STRONG,,2026-09-19
Burnley,Derby,dc_1x,77.0,PRO_STRONG,1.2,2026-09-19
Burnley,Derby,away_goals_under_15,76.0,PRO_STRONG,,2026-09-19
Burnley,Derby,both_teams_carded,75.5,PRO_STRONG,,2026-09-19
Burnley,Derby,goals_under_35,75.1,PRO_STRONG,,2026-09-19
Burnley,Derby,corners_over_75,74.6,PRO_MEDIUM,,2026-09-19
Burnley,Derby,sot_under_95,73.8,PRO_MEDIUM,,2026-09-19
Burnley,Derby,dc_12,73.8,PRO_MEDIUM,,2026-09-19
Burnley,Derby,home_win_and_corners_under95,73.6,PRO_MEDIUM,,2026-09-19
Burnley,Derby,sot_over_65,73.5,PRO_MEDIUM,,2026-09-19
Burnley,Derby,home_win_and_under_25,73.5,PRO_MEDIUM,,2026-09-19
Burnley,Derby,goals_over_15,71.7,PRO_MEDIUM,1.25,2026-09-19
Burnley,Derby,corners_under_115,70.9,PRO_MEDIUM,,2026-09-19
Burnley,Derby,yellows_over_25,70.6,PRO_MEDIUM,,2026-09-19
Burnley,Derby,dc_x2_and_under_15,68.1,PRO_MEDIUM,,2026-09-19
Burnley,Derby,home_win_either_half,65.4,PRO_MEDIUM,,2026-09-19
Burnley,Derby,dc_1x_and_under_25,64.2,PRO_MEDIUM,,2026-09-19
Burnley,Derby,corners_over_85,63.2,PRO_MEDIUM,,2026-09-19
Burnley,Derby,home_win_and_under_15,62.6,PRO_MEDIUM,,2026-09-19
Burnley,Derby,dc_1x_and_over_15,62.4,PRO_MEDIUM,,2026-09-19
Burnley,Derby,away_goals_over_05,62.1,PRO_MEDIUM,,2026-09-19
Burnley,Derby,dc_12_and_under_25,59.4,PRO_MEDIUM,,2026-09-19
Burnley,Derby,sot_under_85,57.6,PRO_MEDIUM,,2026-09-19
Burnley,Derby,booking_pts_over_35,57.0,PRO_MEDIUM,,2026-09-19
Burnley,Derby,sot_over_75,56.7,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,away_goals_under_25,94.3,PRO_STRONG,,2026-09-19
Cardiff,Charlton,goals_over_05,93.4,PRO_STRONG,,2026-09-19
Cardiff,Charlton,away_win_and_under_25,90.6,PRO_STRONG,,2026-09-19
Cardiff,Charlton,away_win_and_cards_under35,90.5,PRO_STRONG,,2026-09-19
Cardiff,Charlton,away_win_and_under_15,87.1,PRO_STRONG,,2026-09-19
Cardiff,Charlton,dc_x2_and_under_25,86.9,PRO_STRONG,,2026-09-19
Cardiff,Charlton,goals_under_45,86.9,PRO_STRONG,,2026-09-19
Cardiff,Charlton,home_goals_over_05,85.3,PRO_STRONG,,2026-09-19
Cardiff,Charlton,dc_1x,80.0,PRO_STRONG,1.2,2026-09-19
Cardiff,Charlton,home_win_and_corners_under95,78.7,PRO_STRONG,,2026-09-19
Cardiff,Charlton,away_goals_under_15,78.1,PRO_STRONG,,2026-09-19
Cardiff,Charlton,dc_12,76.8,PRO_STRONG,,2026-09-19
Cardiff,Charlton,both_teams_carded,75.2,PRO_STRONG,,2026-09-19
Cardiff,Charlton,home_goals_under_25,74.0,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,goals_over_15,73.8,PRO_MEDIUM,1.2,2026-09-19
Cardiff,Charlton,goals_under_35,72.6,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,sot_under_95,71.4,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,corners_under_115,71.3,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,yellows_over_25,70.6,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,sot_over_65,69.5,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,home_win_either_half,68.8,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,dc_x2_and_under_15,66.9,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,corners_over_75,66.3,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,dc_1x_and_over_15,63.5,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,home_win_and_under_25,62.6,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,sot_under_85,62.5,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,dc_1x_and_under_25,61.1,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,away_goals_over_05,59.8,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,home_win,58.3,PRO_MEDIUM,1.7,2026-09-19
Cardiff,Charlton,booking_pts_over_35,58.3,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,home_goals_over_15,58.2,PRO_MEDIUM,,2026-09-19
Cardiff,Charlton,corners_over_85,56.7,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,goals_over_05,95.6,PRO_STRONG,,2026-09-19
Celta,Racing Santander,away_goals_under_25,92.4,PRO_STRONG,,2026-09-19
Celta,Racing Santander,both_teams_carded,89.2,PRO_STRONG,,2026-09-19
Celta,Racing Santander,away_win_and_under_25,88.8,PRO_STRONG,,2026-09-19
Celta,Racing Santander,goals_under_45,87.6,PRO_STRONG,,2026-09-19
Celta,Racing Santander,away_win_and_cards_under35,86.5,PRO_STRONG,,2026-09-19
Celta,Racing Santander,away_win_and_under_15,84.8,PRO_STRONG,,2026-09-19
Celta,Racing Santander,home_goals_over_05,83.7,PRO_STRONG,,2026-09-19
Celta,Racing Santander,home_goals_under_25,82.9,PRO_STRONG,,2026-09-19
Celta,Racing Santander,dc_x2_and_under_25,80.7,PRO_STRONG,,2026-09-19
Celta,Racing Santander,dc_1x,79.5,PRO_STRONG,1.22,2026-09-19
Celta,Racing Santander,goals_under_35,78.7,PRO_STRONG,,2026-09-19
Celta,Racing Santander,booking_pts_over_35,78.5,PRO_STRONG,,2026-09-19
Celta,Racing Santander,home_win_and_corners_under95,77.0,PRO_STRONG,,2026-09-19
Celta,Racing Santander,goals_over_15,76.2,PRO_STRONG,1.22,2026-09-19
Celta,Racing Santander,dc_12,75.4,PRO_STRONG,,2026-09-19
Celta,Racing Santander,home_win_and_under_25,74.9,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,corners_under_115,74.0,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,away_goals_under_15,71.8,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,sot_over_65,70.7,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,corners_over_75,67.4,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,sot_under_95,67.1,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,home_win_either_half,66.2,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,dc_1x_and_under_25,66.1,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,away_goals_over_05,63.3,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,dc_x2_and_under_15,63.0,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,home_win_and_under_15,61.9,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,dc_12_and_under_25,59.6,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,dc_1x_and_over_15,59.1,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,corners_over_85,57.8,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,sot_over_75,56.8,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,sot_under_85,55.6,PRO_MEDIUM,,2026-09-19
Celta,Racing Santander,yellows_over_45,55.3,PRO_MEDIUM,,2026-09-19
Celtic,Rangers,goals_over_05,94.5,PRO_STRONG,,2026-09-20
Celtic,Rangers,away_goals_under_25,89.5,PRO_STRONG,,2026-09-20
Celtic,Rangers,goals_under_45,86.0,PRO_STRONG,,2026-09-20
Celtic,Rangers,sot_over_65,83.1,PRO_STRONG,,2026-09-20
Celtic,Rangers,home_goals_over_05,83.1,PRO_STRONG,,2026-09-20
Celtic,Rangers,away_win_and_under_25,82.6,PRO_STRONG,,2026-09-20
Celtic,Rangers,corners_over_75,81.1,PRO_STRONG,,2026-09-20
Celtic,Rangers,away_win_and_under_15,80.8,PRO_STRONG,,2026-09-20
Celtic,Rangers,goals_over_15,80.4,PRO_STRONG,1.17,2026-09-20
Celtic,Rangers,both_teams_carded,79.5,PRO_STRONG,,2026-09-20
Celtic,Rangers,home_win_and_corners_under95,78.5,PRO_STRONG,,2026-09-20
Celtic,Rangers,away_win_and_cards_under35,78.5,PRO_STRONG,,2026-09-20
Celtic,Rangers,home_goals_under_25,78.3,PRO_STRONG,,2026-09-20
Celtic,Rangers,dc_x2_and_under_25,78.1,PRO_STRONG,,2026-09-20
Celtic,Rangers,yellows_over_25,75.9,PRO_STRONG,,2026-09-20
Celtic,Rangers,goals_under_35,73.1,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,dc_12,72.7,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,home_win_and_under_25,72.4,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,away_goals_over_05,70.3,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,corners_under_115,69.2,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,away_goals_under_15,68.4,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,corners_over_85,68.0,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,sot_under_95,67.4,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,home_win_and_under_15,65.0,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,dc_1x_and_under_25,64.4,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,dc_1x_and_over_15,63.9,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,home_win_either_half,61.1,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,sot_over_75,61.0,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,corners_over_95,60.1,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,booking_pts_over_35,59.7,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,dc_x2_and_under_15,58.6,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,booking_pts_under_45,56.7,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,sot_under_85,56.6,PRO_MEDIUM,,2026-09-20
Celtic,Rangers,dc_x2,56.1,PRO_MEDIUM,1.91,2026-09-20
Celtic,Rangers,btts,55.6,PRO_MEDIUM,1.5,2026-09-20
Charleroi,Cercle Brugge,goals_over_05,92.4,PRO_STRONG,,2026-09-19
Charleroi,Cercle Brugge,away_goals_under_25,91.6,PRO_STRONG,,2026-09-19
Charleroi,Cercle Brugge,away_win_and_cards_under35,89.0,PRO_STRONG,,2026-09-19
Charleroi,Cercle Brugge,away_win_and_under_25,88.5,PRO_STRONG,,2026-09-19
Charleroi,Cercle Brugge,home_goals_over_05,86.5,PRO_STRONG,,2026-09-19
Charleroi,Cercle Brugge,goals_under_45,85.9,PRO_STRONG,,2026-09-19
Charleroi,Cercle Brugge,away_win_and_under_15,85.1,PRO_STRONG,,2026-09-19
Charleroi,Cercle Brugge,sot_over_65,83.8,PRO_STRONG,,2026-09-19
Charleroi,Cercle Brugge,dc_x2_and_under_25,83.0,PRO_STRONG,,2026-09-19
Charleroi,Cercle Brugge,corners_over_75,81.0,PRO_STRONG,,2026-09-19
Charleroi,Cercle Brugge,dc_1x,79.9,PRO_STRONG,1.22,2026-09-19
Charleroi,Cercle Brugge,dc_12,76.0,PRO_STRONG,,2026-09-19
Charleroi,Cercle Brugge,goals_over_15,75.3,PRO_STRONG,,2026-09-19
Charleroi,Cercle Brugge,corners_under_115,73.6,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,goals_under_35,73.1,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,home_win_and_corners_under95,73.0,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,away_goals_under_15,72.7,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,home_goals_under_25,72.6,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,both_teams_carded,69.4,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,corners_over_85,68.1,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,yellows_over_25,66.9,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,dc_x2_and_under_15,65.4,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,dc_1x_and_over_15,65.1,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,sot_over_75,64.7,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,home_win_either_half,64.5,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,home_win_and_under_25,64.2,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,away_goals_over_05,63.9,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,sot_under_95,61.3,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,dc_1x_and_under_25,59.3,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,home_goals_over_15,59.0,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,cards_range_3_5,57.2,PRO_MEDIUM,,2026-09-19
Charleroi,Cercle Brugge,home_win,56.6,PRO_MEDIUM,1.73,2026-09-19
Club Brugge,Genk,goals_over_05,95.8,PRO_STRONG,,2026-09-20
Club Brugge,Genk,away_goals_under_25,92.4,PRO_STRONG,,2026-09-20
Club Brugge,Genk,away_win_and_cards_under35,92.0,PRO_STRONG,,2026-09-20
Club Brugge,Genk,away_win_and_under_25,91.8,PRO_STRONG,,2026-09-20
Club Brugge,Genk,away_win_and_under_15,91.3,PRO_STRONG,,2026-09-20
Club Brugge,Genk,home_goals_over_05,90.2,PRO_STRONG,,2026-09-20
Club Brugge,Genk,dc_1x,86.0,PRO_STRONG,1.14,2026-09-20
Club Brugge,Genk,dc_x2_and_under_25,85.4,PRO_STRONG,,2026-09-20
Club Brugge,Genk,goals_under_45,85.0,PRO_STRONG,,2026-09-20
Club Brugge,Genk,goals_over_15,82.4,PRO_STRONG,,2026-09-20
Club Brugge,Genk,sot_over_65,80.5,PRO_STRONG,,2026-09-20
Club Brugge,Genk,home_win_either_half,78.5,PRO_STRONG,,2026-09-20
Club Brugge,Genk,dc_12,78.4,PRO_STRONG,,2026-09-20
Club Brugge,Genk,dc_x2_and_under_15,78.0,PRO_STRONG,,2026-09-20
Club Brugge,Genk,corners_over_75,76.5,PRO_STRONG,,2026-09-20
Club Brugge,Genk,dc_1x_and_over_15,75.2,PRO_STRONG,,2026-09-20
Club Brugge,Genk,corners_under_115,75.1,PRO_STRONG,,2026-09-20
Club Brugge,Genk,away_goals_under_15,74.7,PRO_MEDIUM,,2026-09-20
Club Brugge,Genk,both_teams_carded,71.5,PRO_MEDIUM,,2026-09-20
Club Brugge,Genk,home_goals_over_15,70.9,PRO_MEDIUM,,2026-09-20
Club Brugge,Genk,home_win,68.3,PRO_MEDIUM,1.44,2026-09-20
Club Brugge,Genk,home_win_and_corners_under95,67.0,PRO_MEDIUM,,2026-09-20
Club Brugge,Genk,yellows_over_25,66.9,PRO_MEDIUM,,2026-09-20
Club Brugge,Genk,sot_over_75,65.8,PRO_MEDIUM,,2026-09-20
Club Brugge,Genk,away_goals_over_05,65.5,PRO_MEDIUM,,2026-09-20
Club Brugge,Genk,goals_under_35,64.8,PRO_MEDIUM,,2026-09-20
Club Brugge,Genk,goals_over_25,64.7,PRO_MEDIUM,,2026-09-20
Club Brugge,Genk,corners_over_85,64.2,PRO_MEDIUM,,2026-09-20
Club Brugge,Genk,home_goals_under_25,60.2,PRO_MEDIUM,,2026-09-20
Club Brugge,Genk,dc_12_and_over_25,59.8,PRO_MEDIUM,,2026-09-20
Club Brugge,Genk,home_win_and_over_15,59.2,PRO_MEDIUM,,2026-09-20
Club Brugge,Genk,btts,56.9,PRO_MEDIUM,1.53,2026-09-20
Club Brugge,Genk,sot_under_95,56.8,PRO_MEDIUM,,2026-09-20
Club Brugge,Genk,home_win_2h,56.0,PRO_MEDIUM,,2026-09-20
Como,Parma,goals_over_05,97.0,PRO_STRONG,,2026-09-14
Como,Parma,away_goals_under_25,96.2,PRO_STRONG,,2026-09-14
Como,Parma,away_win_and_cards_under35,95.9,PRO_STRONG,,2026-09-14
Como,Parma,away_win_and_under_25,95.6,PRO_STRONG,,2026-09-14
Como,Parma,away_win_and_under_15,94.4,PRO_STRONG,,2026-09-14
Como,Parma,home_goals_over_05,94.1,PRO_STRONG,,2026-09-14
Como,Parma,dc_1x,92.4,PRO_STRONG,1.04,2026-09-14
Como,Parma,dc_x2_and_under_25,92.3,PRO_STRONG,,2026-09-14
Como,Parma,home_win_either_half,88.9,PRO_STRONG,,2026-09-14
Como,Parma,dc_12,85.2,PRO_STRONG,,2026-09-14
Como,Parma,away_goals_under_15,84.7,PRO_STRONG,,2026-09-14
Como,Parma,goals_under_45,84.3,PRO_STRONG,,2026-09-14
Como,Parma,dc_x2_and_under_15,84.1,PRO_STRONG,,2026-09-14
Como,Parma,home_win,82.0,PRO_STRONG,1.22,2026-09-14
Como,Parma,goals_over_15,80.8,PRO_STRONG,1.2,2026-09-14
Como,Parma,dc_1x_and_over_15,80.7,PRO_STRONG,,2026-09-14
Como,Parma,sot_over_65,80.5,PRO_STRONG,,2026-09-14
Como,Parma,corners_over_75,78.5,PRO_STRONG,,2026-09-14
Como,Parma,both_teams_carded,76.8,PRO_STRONG,,2026-09-14
Como,Parma,yellows_over_25,75.3,PRO_STRONG,,2026-09-14
Como,Parma,home_goals_over_15,75.2,PRO_STRONG,,2026-09-14
Como,Parma,sot_over_75,74.2,PRO_MEDIUM,,2026-09-14
Como,Parma,corners_under_115,68.9,PRO_MEDIUM,,2026-09-14
Como,Parma,home_win_and_over_15,68.6,PRO_MEDIUM,,2026-09-14
Como,Parma,corners_over_85,68.4,PRO_MEDIUM,,2026-09-14
Como,Parma,goals_under_35,68.2,PRO_MEDIUM,,2026-09-14
Como,Parma,home_win_and_corners_under95,66.4,PRO_MEDIUM,,2026-09-14
Como,Parma,home_win_2h,65.7,PRO_MEDIUM,,2026-09-14
Como,Parma,sot_over_85,64.1,PRO_MEDIUM,,2026-09-14
Como,Parma,goals_over_25,62.2,PRO_MEDIUM,1.67,2026-09-14
Como,Parma,dc_1x_and_over_25,60.4,PRO_MEDIUM,,2026-09-14
Como,Parma,booking_pts_over_35,60.0,PRO_MEDIUM,,2026-09-14
Como,Parma,dc_12_and_over_25,59.4,PRO_MEDIUM,,2026-09-14
Como,Parma,home_win_1h,57.6,PRO_MEDIUM,,2026-09-14
Como,Parma,yellows_over_35,57.6,PRO_MEDIUM,,2026-09-14
Como,Parma,sot_under_95,57.4,PRO_MEDIUM,,2026-09-14
Como,Parma,home_win_and_over_25,56.4,PRO_MEDIUM,,2026-09-14
Como,Parma,cards_range_3_5,56.2,PRO_MEDIUM,,2026-09-14
Como,Parma,corners_over_95,55.3,PRO_MEDIUM,,2026-09-14
Como,Parma,home_goals_under_25,55.1,PRO_MEDIUM,,2026-09-14
Corum,Alanyaspor,goals_over_05,94.7,PRO_STRONG,,2026-09-19
Corum,Alanyaspor,away_goals_under_25,92.4,PRO_STRONG,,2026-09-19
Corum,Alanyaspor,home_goals_under_25,87.9,PRO_STRONG,,2026-09-19
Corum,Alanyaspor,away_win_and_under_25,86.4,PRO_STRONG,,2026-09-19
Corum,Alanyaspor,goals_under_45,83.8,PRO_STRONG,,2026-09-19
Corum,Alanyaspor,away_win_and_cards_under35,83.6,PRO_STRONG,,2026-09-19
Corum,Alanyaspor,dc_x2_and_under_25,83.2,PRO_STRONG,,2026-09-19
Corum,Alanyaspor,away_win_and_under_15,82.3,PRO_STRONG,,2026-09-19
Corum,Alanyaspor,home_win_and_under_25,81.3,PRO_STRONG,,2026-09-19
Corum,Alanyaspor,both_teams_carded,78.7,PRO_STRONG,,2026-09-19
Corum,Alanyaspor,home_win_and_corners_under95,78.6,PRO_STRONG,,2026-09-19
Corum,Alanyaspor,yellows_over_25,78.2,PRO_STRONG,,2026-09-19
Corum,Alanyaspor,corners_over_75,77.6,PRO_STRONG,,2026-09-19
Corum,Alanyaspor,corners_under_115,77.2,PRO_STRONG,,2026-09-19
Corum,Alanyaspor,away_goals_under_15,74.9,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,dc_1x_and_under_25,73.6,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,home_goals_over_05,73.1,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,goals_under_35,72.4,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,sot_over_65,71.1,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,dc_12,69.8,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,home_win_and_under_15,69.6,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,sot_under_95,67.2,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,goals_over_15,67.2,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,dc_x2_and_under_15,66.4,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,corners_over_85,66.2,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,dc_12_and_under_25,66.0,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,booking_pts_over_35,64.5,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,away_goals_over_05,63.5,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,sot_under_85,63.3,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,home_goals_under_15,63.2,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,yellows_over_35,61.0,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,yellows_under_45,57.7,PRO_MEDIUM,,2026-09-19
Corum,Alanyaspor,dc_x2,57.5,PRO_MEDIUM,1.67,2026-09-19
Den Haag,Cambuur,goals_over_05,96.6,PRO_STRONG,,2026-09-19
Den Haag,Cambuur,away_goals_under_25,88.0,PRO_STRONG,,2026-09-19
Den Haag,Cambuur,goals_under_45,87.9,PRO_STRONG,,2026-09-19
Den Haag,Cambuur,away_win_and_cards_under35,87.5,PRO_STRONG,,2026-09-19
Den Haag,Cambuur,away_win_and_under_25,84.7,PRO_STRONG,,2026-09-19
Den Haag,Cambuur,home_goals_over_05,83.5,PRO_STRONG,,2026-09-19
Den Haag,Cambuur,home_win_and_corners_under95,81.7,PRO_STRONG,,2026-09-19
Den Haag,Cambuur,away_win_and_under_15,81.2,PRO_STRONG,,2026-09-19
Den Haag,Cambuur,goals_over_15,81.2,PRO_STRONG,1.14,2026-09-19
Den Haag,Cambuur,dc_x2_and_under_25,78.4,PRO_STRONG,,2026-09-19
Den Haag,Cambuur,home_goals_under_25,76.8,PRO_STRONG,,2026-09-19
Den Haag,Cambuur,sot_over_65,75.6,PRO_STRONG,,2026-09-19
Den Haag,Cambuur,dc_1x,75.5,PRO_STRONG,1.22,2026-09-19
Den Haag,Cambuur,goals_under_35,75.4,PRO_STRONG,,2026-09-19
Den Haag,Cambuur,corners_under_115,75.1,PRO_STRONG,,2026-09-19
Den Haag,Cambuur,dc_12,74.7,PRO_MEDIUM,,2026-09-19
Den Haag,Cambuur,both_teams_carded,71.5,PRO_MEDIUM,,2026-09-19
Den Haag,Cambuur,corners_over_75,71.0,PRO_MEDIUM,,2026-09-19
Den Haag,Cambuur,home_win_and_under_25,67.8,PRO_MEDIUM,,2026-09-19
Den Haag,Cambuur,away_goals_under_15,67.7,PRO_MEDIUM,,2026-09-19
Den Haag,Cambuur,yellows_over_25,66.9,PRO_MEDIUM,,2026-09-19
Den Haag,Cambuur,dc_x2_and_under_15,62.8,PRO_MEDIUM,,2026-09-19
Den Haag,Cambuur,dc_1x_and_under_25,62.8,PRO_MEDIUM,,2026-09-19
Den Haag,Cambuur,home_win_either_half,62.4,PRO_MEDIUM,,2026-09-19
Den Haag,Cambuur,sot_under_95,62.0,PRO_MEDIUM,,2026-09-19
Den Haag,Cambuur,sot_over_75,61.3,PRO_MEDIUM,,2026-09-19
Den Haag,Cambuur,corners_over_85,59.8,PRO_MEDIUM,,2026-09-19
Den Haag,Cambuur,dc_1x_and_over_15,59.4,PRO_MEDIUM,,2026-09-19
Den Haag,Cambuur,home_win_and_under_15,59.0,PRO_MEDIUM,,2026-09-19
Den Haag,Cambuur,yellows_under_35,55.2,PRO_MEDIUM,,2026-09-19
Den Haag,Cambuur,btts,55.0,PRO_MEDIUM,1.5,2026-09-19
Dundee,Motherwell,goals_over_05,93.3,PRO_STRONG,,2026-09-19
Dundee,Motherwell,home_goals_under_25,89.6,PRO_STRONG,,2026-09-19
Dundee,Motherwell,goals_under_45,87.6,PRO_STRONG,,2026-09-19
Dundee,Motherwell,home_win_and_corners_under95,86.2,PRO_STRONG,,2026-09-19
Dundee,Motherwell,home_win_and_under_25,84.5,PRO_STRONG,,2026-09-19
